InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country,LineTotal
580553,21071,VINTAGE BILLBOARD DRINK ME MUG,13,2011-10-09 11:18:00,1.08,13253,Belgium,14.04
539095,23084,RABBIT NIGHT LIGHT,13,2011-03-24 07:15:00,1.97,12600,United Kingdom,25.61
551100,22178,VICTORIAN GLASS HANGING T-LIGHT,1,2011-06-02 12:46:00,1.27,14103,United Kingdom,1.27
571619,20727,LUNCH BAG BLACK SKULL.,13,2011-06-24 12:06:00,1.71,13651,United Kingdom,22.23
569531,23084,RABBIT NIGHT LIGHT,1,2010-12-10 11:48:00,2.16,13779,United Kingdom,2.16
574683,20725,LUNCH BAG RED RETROSPOT,6,2011-02-20 13:39:00,1.62,15769,United Kingdom,9.72
567793,23298,SPOTTY BUNTING,5,2010-12-02 15:58:00,5.1,15540,United Kingdom,25.5
554523,85099B,JUMBO BAG RED RETROSPOT,1,2011-04-12 08:08:00,1.88,12698,United Kingdom,1.88
580662,22138,BAKING SET 9 PIECE RETROSPOT,4,2011-05-21 16:21:00,5.03,13432,United Kingdom,20.12
540443,22178,VICTORIAN GLASS HANGING T-LIGHT,6,2011-11-12 17:14:00,1.16,14117,United Kingdom,6.96
550817,22961,JAM MAKING SET PRINTED,12,2010-12-27 17:03:00,1.55,16255,United Kingdom,18.6
554149,22086,PAPER CHAIN KIT 50'S CHRISTMAS,9,2011-04-08 17:12:00,3.29,12785,United Kingdom,29.61
572581,22383,LUNCH BAG SUKI DESIGN,1,2011-02-12 14:00:00,1.64,13379,France,1.64
539141,22086,PAPER CHAIN KIT 50'S CHRISTMAS,4,2011-02-07 19:35:00,3.18,13638,United Kingdom,12.72
578283,22961,JAM MAKING SET PRINTED,5,2011-06-19 09:06:00,1.64,13934,United Kingdom,8.2
538009,21929,JUMBO BAG PINK VINTAGE PAISLEY,8,2011-08-20 10:20:00,2.22,12439,United Kingdom,17.76
566210,21071,VINTAGE BILLBOARD DRINK ME MUG,10,2011-02-11 12:49:00,0.98,13283,Germany,9.8
551865,84879,ASSORTED COLOUR BIRD ORNAMENT,5,2011-02-07 10:09:00,1.58,13389,United Kingdom,7.9
577309,21929,JUMBO BAG PINK VINTAGE PAISLEY,7,2010-12-15 08:12:00,2.07,15018,United Kingdom,14.49
583116,22960,JAM MAKING SET WITH JARS,18,2011-06-23 13:35:00,3.91,12969,United Kingdom,70.38
553509,23203,JUMBO BAG DOILEY PATTERNS,7,2011-06-19 16:05:00,2.15,12670,United Kingdom,15.05
553725,22960,JAM MAKING SET WITH JARS,15,2011-09-09 09:33:00,4.62,12602,United Kingdom,69.3
546479,21929,JUMBO BAG PINK VINTAGE PAISLEY,6,2011-09-25 18:30:00,2.16,12562,United Kingdom,12.96
544119,23203,JUMBO BAG DOILEY PATTERNS,9,2010-12-08 08:15:00,1.95,13875,Ireland,17.55
586167,22383,LUNCH BAG SUKI DESIGN,1,2011-02-04 18:42:00,1.49,12367,Ireland,1.49
544332,22383,LUNCH BAG SUKI DESIGN,4,2010-12-16 19:59:00,1.85,14918,United Kingdom,7.4
560991,22633,HAND WARMER UNION JACK,16,2011-02-25 18:01:00,1.77,13805,Germany,28.32
569242,21754,HOME BUILDING BLOCK WORD,7,2011-09-13 08:42:00,6.56,13311,United Kingdom,45.92
582385,21755,LOVE BUILDING BLOCK WORD,9,2011-04-30 19:47:00,6.32,12903,United Kingdom,56.88
578160,21754,HOME BUILDING BLOCK WORD,8,2011-08-12 09:55:00,5.72,12763,France,45.76
576331,20727,LUNCH BAG BLACK SKULL.,5,2011-09-12 18:20:00,1.55,12981,United Kingdom,7.75
564944,71053,WHITE METAL LANTERN,1,2011-02-10 14:32:00,3.85,12734,United Kingdom,3.85
543443,21730,GLASS STAR FROSTED T-LIGHT HOLDER,1,2011-02-19 07:00:00,4.69,13368,United Kingdom,4.69
538913,23298,SPOTTY BUNTING,6,2010-12-15 11:46:00,4.81,15085,United Kingdom,28.86
586581,21931,JUMBO STORAGE BAG SUKI,9,2011-02-05 16:08:00,1.98,12536,Germany,17.82
565185,71053,WHITE METAL LANTERN,4,2010-12-04 14:15:00,3.37,15669,Spain,13.48
571674,22138,BAKING SET 9 PIECE RETROSPOT,17,2011-02-07 16:59:00,4.84,13786,United Kingdom,82.28
572452,21071,VINTAGE BILLBOARD DRINK ME MUG,2,2011-02-10 07:14:00,1.0,15720,United Kingdom,2.0
548062,23203,JUMBO BAG DOILEY PATTERNS,13,2011-09-14 17:41:00,1.97,12892,United Kingdom,25.61
587288,22960,JAM MAKING SET WITH JARS,5,2011-07-30 09:29:00,4.38,16110,United Kingdom,21.9
557433,23084,RABBIT NIGHT LIGHT,4,2011-03-26 07:21:00,1.99,13214,United Kingdom,7.96
586191,22138,BAKING SET 9 PIECE RETROSPOT,7,2011-02-20 18:36:00,4.89,12906,United Kingdom,34.23
575241,22178,VICTORIAN GLASS HANGING T-LIGHT,12,2011-05-21 13:43:00,1.28,13360,Belgium,15.36
558245,22383,LUNCH BAG SUKI DESIGN,10,2011-03-10 11:17:00,1.79,13327,United Kingdom,17.9
571651,22383,LUNCH BAG SUKI DESIGN,17,2011-02-11 09:50:00,1.7,13610,United Kingdom,28.9
544090,23298,SPOTTY BUNTING,17,2011-03-02 14:37:00,4.82,13691,United Kingdom,81.94
568840,22197,SMALL POPCORN HOLDER,2,2011-02-07 18:53:00,0.78,14465,United Kingdom,1.56
571205,85123A,WHITE HANGING HEART T-LIGHT HOLDER,10,2011-05-13 16:50:00,2.81,13829,Germany,28.1
587068,22752,SET 7 BABUSHKA NESTING BOXES,4,2011-04-15 08:26:00,8.69,14653,United Kingdom,34.76
587127,22752,SET 7 BABUSHKA NESTING BOXES,12,2011-02-07 13:25:00,7.19,13127,Germany,86.28
580797,22752,SET 7 BABUSHKA NESTING BOXES,2,2011-02-08 09:46:00,7.15,14502,United Kingdom,14.3
538654,22633,HAND WARMER UNION JACK,1,2011-07-03 07:18:00,2.06,13254,Germany,2.06
581797,23084,RABBIT NIGHT LIGHT,8,2010-12-09 18:13:00,2.32,13832,Netherlands,18.56
585442,22633,HAND WARMER UNION JACK,14,2011-02-28 11:53:00,1.88,12931,United Kingdom,26.32
569170,22086,PAPER CHAIN KIT 50'S CHRISTMAS,5,2010-12-11 17:10:00,3.39,13468,United Kingdom,16.95
573338,22383,LUNCH BAG SUKI DESIGN,3,2011-03-12 11:59:00,1.65,13590,United Kingdom,4.95
537553,22178,VICTORIAN GLASS HANGING T-LIGHT,8,2011-09-16 13:46:00,1.38,13150,United Kingdom,11.04
583467,21730,GLASS STAR FROSTED T-LIGHT HOLDER,12,2011-06-04 12:58:00,4.01,13369,United Kingdom,48.12
538165,22752,SET 7 BABUSHKA NESTING BOXES,6,2011-02-07 18:25:00,7.22,12604,United Kingdom,43.32
572617,84879,ASSORTED COLOUR BIRD ORNAMENT,8,2011-03-04 19:50:00,1.6,12821,United Kingdom,12.8
547973,22086,PAPER CHAIN KIT 50'S CHRISTMAS,8,2010-12-24 19:43:00,2.94,13435,United Kingdom,23.52
555737,20725,LUNCH BAG RED RETROSPOT,9,2010-12-15 08:24:00,1.57,13780,United Kingdom,14.13
544586,21754,HOME BUILDING BLOCK WORD,8,2011-02-26 07:33:00,6.14,13279,United Kingdom,49.12
556234,22961,JAM MAKING SET PRINTED,9,2011-03-13 17:00:00,1.44,12561,Ireland,12.96
570048,21755,LOVE BUILDING BLOCK WORD,5,2011-06-01 10:16:00,6.18,15198,United Kingdom,30.9
563850,22383,LUNCH BAG SUKI DESIGN,6,2011-03-12 13:28:00,1.59,14936,United Kingdom,9.54
557612,21754,HOME BUILDING BLOCK WORD,3,2011-03-18 16:02:00,6.48,12820,Portugal,19.44
564708,23203,JUMBO BAG DOILEY PATTERNS,6,2011-01-10 17:38:00,2.34,13631,United Kingdom,14.04
560664,21754,HOME BUILDING BLOCK WORD,8,2011-04-16 17:38:00,6.28,12961,United Kingdom,50.24
572371,21929,JUMBO BAG PINK VINTAGE PAISLEY,1,2011-02-21 17:23:00,1.9,13282,Spain,1.9
582614,22086,PAPER CHAIN KIT 50'S CHRISTMAS,1,2011-02-09 10:34:00,3.06,14701,United Kingdom,3.06
563827,22632,HAND WARMER RED POLKA DOT,13,2010-12-23 15:18:00,2.11,13484,Ireland,27.43
562912,23298,SPOTTY BUNTING,9,2011-11-03 12:51:00,5.68,13058,United Kingdom,51.12
539344,22178,VICTORIAN GLASS HANGING T-LIGHT,11,2011-07-02 19:10:00,1.3,13800,United Kingdom,14.3
564413,23203,JUMBO BAG DOILEY PATTERNS,9,2010-12-07 09:43:00,2.39,13511,United Kingdom,21.51
562227,71053,WHITE METAL LANTERN,4,2011-04-03 11:11:00,3.31,15606,United Kingdom,13.24
585874,21212,PACK OF 72 RETROSPOT CAKE CASES,17,2011-11-11 12:04:00,0.42,13061,United Kingdom,7.14
549085,85099B,JUMBO BAG RED RETROSPOT,13,2011-05-13 14:29:00,1.92,13177,United Kingdom,24.96
556222,22383,LUNCH BAG SUKI DESIGN,17,2011-10-28 07:36:00,1.87,12561,Ireland,31.79
543789,23203,JUMBO BAG DOILEY PATTERNS,14,2010-12-10 08:53:00,2.1,13507,United Kingdom,29.4
574484,71053,WHITE METAL LANTERN,11,2011-03-21 17:29:00,3.11,12973,United Kingdom,34.21
544597,84029E,RED WOOLLY HOTTIE WHITE HEART,7,2011-03-13 14:05:00,4.02,12757,Germany,28.14
540894,85123A,WHITE HANGING HEART T-LIGHT HOLDER,7,2010-12-26 11:08:00,2.58,15407,United Kingdom,18.06
547167,21071,VINTAGE BILLBOARD DRINK ME MUG,4,2011-03-22 14:07:00,1.15,15551,United Kingdom,4.6
545939,22960,JAM MAKING SET WITH JARS,12,2011-02-21 17:19:00,4.47,12492,United Kingdom,53.64
564478,21754,HOME BUILDING BLOCK WORD,4,2011-02-10 09:38:00,6.24,15110,United Kingdom,24.96
570815,21730,GLASS STAR FROSTED T-LIGHT HOLDER,6,2011-06-03 10:53:00,4.0,13115,Spain,24.0
576112,22632,HAND WARMER RED POLKA DOT,6,2011-08-14 17:07:00,1.86,13225,United Kingdom,11.16
571368,84879,ASSORTED COLOUR BIRD ORNAMENT,10,2011-07-05 07:08:00,1.71,12900,United Kingdom,17.1
585856,21754,HOME BUILDING BLOCK WORD,2,2011-05-01 15:55:00,6.53,12582,United Kingdom,13.06
568629,85123A,WHITE HANGING HEART T-LIGHT HOLDER,7,2011-04-08 13:04:00,2.47,12589,United Kingdom,17.29
555189,20725,LUNCH BAG RED RETROSPOT,15,2011-09-05 15:31:00,1.62,13040,France,24.3
566100,84879,ASSORTED COLOUR BIRD ORNAMENT,5,2011-04-16 15:50:00,1.69,12546,United Kingdom,8.45
573361,84029E,RED WOOLLY HOTTIE WHITE HEART,15,2011-04-12 18:56:00,3.56,13062,United Kingdom,53.4
550610,22633,HAND WARMER UNION JACK,12,2011-05-04 12:16:00,1.98,12537,Germany,23.76
547520,20725,LUNCH BAG RED RETROSPOT,5,2011-09-13 18:41:00,1.79,14164,United Kingdom,8.95
571609,23084,RABBIT NIGHT LIGHT,1,2011-05-01 17:35:00,2.17,14831,Ireland,2.17
576054,20725,LUNCH BAG RED RETROSPOT,6,2011-03-09 15:54:00,1.71,13688,United Kingdom,10.26
570965,22960,JAM MAKING SET WITH JARS,1,2011-04-30 08:25:00,4.59,14833,United Kingdom,4.59
551829,22138,BAKING SET 9 PIECE RETROSPOT,9,2011-02-10 10:37:00,5.36,13713,France,48.24
578303,21754,HOME BUILDING BLOCK WORD,14,2011-06-07 11:31:00,6.73,13699,United Kingdom,94.22
580760,22138,BAKING SET 9 PIECE RETROSPOT,11,2011-04-14 09:57:00,4.48,13666,United Kingdom,49.28
553691,21212,PACK OF 72 RETROSPOT CAKE CASES,3,2010-12-04 16:36:00,0.42,13557,United Kingdom,1.26
570543,22197,SMALL POPCORN HOLDER,7,2011-04-13 11:56:00,0.81,12599,United Kingdom,5.67
538133,22633,HAND WARMER UNION JACK,2,2010-12-01 11:12:00,2.12,15389,Ireland,4.24
578264,20725,LUNCH BAG RED RETROSPOT,1,2011-04-06 08:43:00,1.59,14230,United Kingdom,1.59
571674,22138,BAKING SET 9 PIECE RETROSPOT,16,2011-02-07 16:59:00,4.5,13786,United Kingdom,72.0
585027,22138,BAKING SET 9 PIECE RETROSPOT,7,2011-02-11 19:10:00,5.27,12887,United Kingdom,36.89
560520,22086,PAPER CHAIN KIT 50'S CHRISTMAS,11,2011-05-22 18:00:00,3.34,13694,United Kingdom,36.74
558381,22961,JAM MAKING SET PRINTED,1,2011-04-29 17:08:00,1.59,12386,United Kingdom,1.59
560158,84029E,RED WOOLLY HOTTIE WHITE HEART,7,2011-05-03 15:25:00,3.84,13625,United Kingdom,26.88
572244,85123A,WHITE HANGING HEART T-LIGHT HOLDER,7,2011-03-15 18:59:00,2.9,12413,Portugal,20.3
564707,71053,WHITE METAL LANTERN,13,2011-03-31 13:41:00,3.4,13631,United Kingdom,44.2
547219,21730,GLASS STAR FROSTED T-LIGHT HOLDER,5,2011-09-12 10:38:00,4.62,14373,France,23.1
541520,22197,SMALL POPCORN HOLDER,1,2011-02-10 16:10:00,0.83,13963,United Kingdom,0.83
585360,22197,SMALL POPCORN HOLDER,7,2010-12-01 13:06:00,0.83,13812,United Kingdom,5.81
560578,21755,LOVE BUILDING BLOCK WORD,2,2011-04-04 11:20:00,5.43,14954,United Kingdom,10.86
560576,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,4,2011-02-13 11:52:00,4.01,14954,United Kingdom,16.04
575932,21730,GLASS STAR FROSTED T-LIGHT HOLDER,8,2011-04-10 15:51:00,3.85,13158,United Kingdom,30.8
543701,22633,HAND WARMER UNION JACK,8,2011-08-12 08:01:00,1.78,12548,United Kingdom,14.24
538428,21931,JUMBO STORAGE BAG SUKI,7,2011-05-29 16:31:00,2.08,12650,United Kingdom,14.56
570134,21212,PACK OF 72 RETROSPOT CAKE CASES,3,2011-04-21 12:54:00,0.48,13636,United Kingdom,1.44
584483,21071,VINTAGE BILLBOARD DRINK ME MUG,15,2011-11-26 09:23:00,0.99,13073,Germany,14.85
557225,21730,GLASS STAR FROSTED T-LIGHT HOLDER,1,2011-08-18 11:14:00,4.03,12723,United Kingdom,4.03
560573,22960,JAM MAKING SET WITH JARS,10,2011-06-28 16:21:00,4.31,13370,United Kingdom,43.1
550384,23084,RABBIT NIGHT LIGHT,9,2011-06-19 15:53:00,2.04,13600,United Kingdom,18.36
539168,21931,JUMBO STORAGE BAG SUKI,1,2011-02-27 13:22:00,2.19,12351,United Kingdom,2.19
559036,21071,VINTAGE BILLBOARD DRINK ME MUG,12,2011-02-14 10:39:00,1.17,13635,United Kingdom,14.04
555300,22961,JAM MAKING SET PRINTED,8,2011-03-13 13:51:00,1.66,13299,United Kingdom,13.28
540518,22961,JAM MAKING SET PRINTED,10,2011-03-07 16:52:00,1.41,13736,United Kingdom,14.1
568172,21754,HOME BUILDING BLOCK WORD,5,2011-07-01 09:32:00,5.82,12605,United Kingdom,29.1
571915,21212,PACK OF 72 RETROSPOT CAKE CASES,14,2011-07-05 08:28:00,0.39,13233,Belgium,5.46
547284,21212,PACK OF 72 RETROSPOT CAKE CASES,12,2011-03-20 09:26:00,0.42,12376,United Kingdom,5.04
581960,21071,VINTAGE BILLBOARD DRINK ME MUG,7,2010-12-26 10:11:00,1.21,13430,Netherlands,8.47
560275,22383,LUNCH BAG SUKI DESIGN,1,2011-02-06 14:25:00,1.61,12870,United Kingdom,1.61
567607,21071,VINTAGE BILLBOARD DRINK ME MUG,4,2011-03-09 17:50:00,1.15,14549,United Kingdom,4.6
581009,22178,VICTORIAN GLASS HANGING T-LIGHT,3,2011-09-13 19:32:00,1.34,14713,United Kingdom,4.02
584886,22086,PAPER CHAIN KIT 50'S CHRISTMAS,11,2011-09-13 16:12:00,3.34,12755,United Kingdom,36.74
584963,22138,BAKING SET 9 PIECE RETROSPOT,8,2011-02-05 07:43:00,4.74,13382,United Kingdom,37.92
548463,84406B,CREAM CUPID HEARTS COAT HANGER,13,2011-02-06 07:56:00,2.82,13491,United Kingdom,36.66
579435,22178,VICTORIAN GLASS HANGING T-LIGHT,9,2010-12-18 14:22:00,1.36,13410,United Kingdom,12.24
567478,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,18,2011-07-06 11:52:00,4.22,13799,Ireland,75.96
570677,21931,JUMBO STORAGE BAG SUKI,2,2011-11-08 09:09:00,2.08,14592,France,4.16
543539,20727,LUNCH BAG BLACK SKULL.,4,2011-04-28 18:49:00,1.71,15402,United Kingdom,6.84
557965,85099B,JUMBO BAG RED RETROSPOT,8,2011-11-03 19:30:00,2.25,12635,United Kingdom,18.0
544955,84029E,RED WOOLLY HOTTIE WHITE HEART,7,2011-01-11 07:07:00,3.6,13574,United Kingdom,25.2
580545,71053,WHITE METAL LANTERN,4,2011-06-05 17:45:00,3.27,13253,Belgium,13.08
565204,20725,LUNCH BAG RED RETROSPOT,5,2011-05-20 17:20:00,1.61,14477,Netherlands,8.05
572100,22383,LUNCH BAG SUKI DESIGN,3,2011-10-30 09:32:00,1.6,12687,Spain,4.8
578079,20725,LUNCH BAG RED RETROSPOT,3,2011-08-16 08:01:00,1.67,14207,France,5.01
575109,22632,HAND WARMER RED POLKA DOT,10,2011-11-03 15:14:00,1.83,12631,United Kingdom,18.3
572881,85123A,WHITE HANGING HEART T-LIGHT HOLDER,10,2011-02-07 09:33:00,2.53,12603,United Kingdom,25.3
544242,22197,SMALL POPCORN HOLDER,7,2011-09-14 14:26:00,0.9,14122,United Kingdom,6.3
546384,22197,SMALL POPCORN HOLDER,2,2011-05-15 19:11:00,0.89,13161,United Kingdom,1.78
575837,21931,JUMBO STORAGE BAG SUKI,9,2010-12-10 17:06:00,1.98,13711,Portugal,17.82
555293,21755,LOVE BUILDING BLOCK WORD,9,2011-02-06 08:44:00,6.27,13299,United Kingdom,56.43
548915,22178,VICTORIAN GLASS HANGING T-LIGHT,5,2010-12-13 12:05:00,1.31,13530,Belgium,6.55
565291,22178,VICTORIAN GLASS HANGING T-LIGHT,6,2011-03-11 11:30:00,1.22,13718,Netherlands,7.32
561735,22197,SMALL POPCORN HOLDER,1,2011-05-01 07:34:00,0.97,13616,United Kingdom,0.97
566892,23203,JUMBO BAG DOILEY PATTERNS,11,2011-08-03 19:12:00,2.12,12895,United Kingdom,23.32
557337,21931,JUMBO STORAGE BAG SUKI,1,2011-05-14 18:32:00,1.77,15699,Portugal,1.77
555305,21754,HOME BUILDING BLOCK WORD,4,2011-05-06 09:31:00,6.13,13299,United Kingdom,24.52
566637,20725,LUNCH BAG RED RETROSPOT,2,2010-12-02 14:02:00,1.49,13671,United Kingdom,2.98
538453,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,3,2010-12-23 16:04:00,3.91,15490,Ireland,11.73
537357,22086,PAPER CHAIN KIT 50'S CHRISTMAS,4,2011-09-24 09:30:00,2.96,13395,United Kingdom,11.84
570114,22961,JAM MAKING SET PRINTED,5,2011-08-20 11:34:00,1.39,12527,United Kingdom,6.95
543175,22633,HAND WARMER UNION JACK,13,2011-03-20 08:35:00,1.8,13291,France,23.4
550071,22961,JAM MAKING SET PRINTED,10,2010-12-04 18:05:00,1.43,13619,United Kingdom,14.3
573585,84406B,CREAM CUPID HEARTS COAT HANGER,5,2011-11-01 15:05:00,2.85,13344,Germany,14.25
583289,22960,JAM MAKING SET WITH JARS,5,2011-04-08 13:18:00,4.13,15359,United Kingdom,20.65
577523,23298,SPOTTY BUNTING,8,2011-02-12 11:12:00,5.42,13603,United Kingdom,43.36
549019,85099B,JUMBO BAG RED RETROSPOT,1,2011-05-13 16:56:00,1.9,14569,Netherlands,1.9
542738,21929,JUMBO BAG PINK VINTAGE PAISLEY,1,2011-02-14 14:00:00,2.28,12848,United Kingdom,2.28
569497,84406B,CREAM CUPID HEARTS COAT HANGER,20,2011-09-13 17:16:00,2.84,12934,United Kingdom,56.8
581360,84879,ASSORTED COLOUR BIRD ORNAMENT,6,2011-11-26 16:26:00,1.75,13326,United Kingdom,10.5
585507,84879,ASSORTED COLOUR BIRD ORNAMENT,8,2011-12-04 12:16:00,1.72,12423,Portugal,13.76
570869,23084,RABBIT NIGHT LIGHT,7,2011-09-14 09:53:00,2.25,12938,United Kingdom,15.75
550064,84029E,RED WOOLLY HOTTIE WHITE HEART,2,2011-03-02 18:03:00,3.7,13619,United Kingdom,7.4
549251,21212,PACK OF 72 RETROSPOT CAKE CASES,10,2011-02-23 15:18:00,0.43,12916,Netherlands,4.3
587195,23084,RABBIT NIGHT LIGHT,12,2011-10-02 14:41:00,2.32,12867,United Kingdom,27.84
574627,21730,GLASS STAR FROSTED T-LIGHT HOLDER,1,2011-09-18 15:37:00,3.85,12957,United Kingdom,3.85
551002,21730,GLASS STAR FROSTED T-LIGHT HOLDER,15,2011-03-17 12:33:00,4.42,12911,United Kingdom,66.3
558217,21754,HOME BUILDING BLOCK WORD,17,2011-03-01 17:30:00,5.99,12876,United Kingdom,101.83
546933,21730,GLASS STAR FROSTED T-LIGHT HOLDER,1,2010-12-27 18:07:00,4.27,13443,France,4.27
554547,84029E,RED WOOLLY HOTTIE WHITE HEART,5,2011-04-19 11:21:00,3.93,12698,United Kingdom,19.65
539086,22138,BAKING SET 9 PIECE RETROSPOT,12,2011-07-30 07:26:00,5.46,12600,United Kingdom,65.52
561690,21730,GLASS STAR FROSTED T-LIGHT HOLDER,1,2010-12-15 18:30:00,3.92,13456,United Kingdom,3.92
569406,22961,JAM MAKING SET PRINTED,5,2011-11-28 10:44:00,1.56,12894,United Kingdom,7.8
561974,21755,LOVE BUILDING BLOCK WORD,6,2011-05-18 07:58:00,6.53,12449,Ireland,39.18
548384,85099B,JUMBO BAG RED RETROSPOT,4,2011-02-18 13:30:00,2.24,12514,United Kingdom,8.96
546135,21755,LOVE BUILDING BLOCK WORD,15,2010-12-08 09:49:00,6.76,13712,Portugal,101.4
547099,22960,JAM MAKING SET WITH JARS,3,2010-12-01 17:57:00,4.21,15241,United Kingdom,12.63
539629,21071,VINTAGE BILLBOARD DRINK ME MUG,1,2011-11-01 14:32:00,1.06,14160,United Kingdom,1.06
545418,23298,SPOTTY BUNTING,17,2011-05-17 07:36:00,4.83,12389,United Kingdom,82.11
554986,20727,LUNCH BAG BLACK SKULL.,14,2011-01-06 07:49:00,1.49,13745,United Kingdom,20.86
550268,85099B,JUMBO BAG RED RETROSPOT,6,2011-10-24 09:41:00,1.95,13147,France,11.7
579169,23298,SPOTTY BUNTING,8,2011-02-13 15:00:00,5.5,12710,Netherlands,44.0
544111,23203,JUMBO BAG DOILEY PATTERNS,7,2010-12-18 15:11:00,1.9,13691,United Kingdom,13.3
561428,71053,WHITE METAL LANTERN,5,2010-12-12 12:56:00,3.78,14782,United Kingdom,18.9
557377,22138,BAKING SET 9 PIECE RETROSPOT,2,2011-07-19 16:31:00,5.13,14429,United Kingdom,10.26
565268,22178,VICTORIAN GLASS HANGING T-LIGHT,7,2011-06-02 10:44:00,1.24,13133,United Kingdom,8.68
574626,20727,LUNCH BAG BLACK SKULL.,10,2011-02-14 09:12:00,1.64,12957,United Kingdom,16.4
567939,22086,PAPER CHAIN KIT 50'S CHRISTMAS,8,2011-03-12 08:47:00,3.2,13124,Portugal,25.6
564183,21071,VINTAGE BILLBOARD DRINK ME MUG,5,2011-11-01 07:51:00,1.16,12647,France,5.8
552599,20725,LUNCH BAG RED RETROSPOT,13,2011-05-22 07:12:00,1.49,13692,United Kingdom,19.37
568415,23084,RABBIT NIGHT LIGHT,4,2011-09-12 18:19:00,2.27,13202,United Kingdom,9.08
539387,21212,PACK OF 72 RETROSPOT CAKE CASES,4,2011-11-01 14:03:00,0.45,12863,United Kingdom,1.8
557093,21929,JUMBO BAG PINK VINTAGE PAISLEY,12,2011-05-24 10:15:00,2.26,13041,Netherlands,27.12
551561,22086,PAPER CHAIN KIT 50'S CHRISTMAS,2,2011-06-20 15:00:00,2.73,15466,United Kingdom,5.46
550369,22138,BAKING SET 9 PIECE RETROSPOT,2,2011-07-07 09:11:00,4.49,13085,United Kingdom,8.98
552864,22752,SET 7 BABUSHKA NESTING BOXES,1,2011-06-01 18:20:00,8.36,12832,United Kingdom,8.36
545969,21929,JUMBO BAG PINK VINTAGE PAISLEY,2,2011-03-03 14:06:00,2.1,14250,Germany,4.2
575773,23203,JUMBO BAG DOILEY PATTERNS,1,2011-06-10 07:39:00,1.92,12505,United Kingdom,1.92
561799,22960,JAM MAKING SET WITH JARS,14,2010-12-06 11:49:00,4.88,13877,United Kingdom,68.32
549143,22383,LUNCH BAG SUKI DESIGN,3,2011-02-09 12:32:00,1.56,13513,United Kingdom,4.68
582999,21730,GLASS STAR FROSTED T-LIGHT HOLDER,8,2011-03-13 12:05:00,4.33,12964,United Kingdom,34.64
555070,21931,JUMBO STORAGE BAG SUKI,9,2011-05-12 13:09:00,1.79,13882,United Kingdom,16.11
575052,23203,JUMBO BAG DOILEY PATTERNS,1,2011-02-14 13:38:00,1.92,15406,Spain,1.92
576885,22423,REGENCY CAKESTAND 3 TIER,10,2011-10-22 14:50:00,11.62,13182,United Kingdom,116.2
539048,85099B,JUMBO BAG RED RETROSPOT,3,2011-03-21 17:39:00,1.97,12570,Germany,5.91
542078,22632,HAND WARMER RED POLKA DOT,11,2011-05-17 12:23:00,1.91,13452,United Kingdom,21.01
568065,84029E,RED WOOLLY HOTTIE WHITE HEART,9,2011-02-28 09:56:00,4.16,13273,United Kingdom,37.44
539207,21212,PACK OF 72 RETROSPOT CAKE CASES,2,2011-08-06 08:04:00,0.47,13913,United Kingdom,0.94
543763,85123A,WHITE HANGING HEART T-LIGHT HOLDER,2,2010-12-17 09:26:00,2.86,13611,United Kingdom,5.72
543655,21071,VINTAGE BILLBOARD DRINK ME MUG,11,2011-02-26 18:33:00,0.97,12665,United Kingdom,10.67
570696,22178,VICTORIAN GLASS HANGING T-LIGHT,4,2011-07-16 16:53:00,1.31,14576,United Kingdom,5.24
543205,84879,ASSORTED COLOUR BIRD ORNAMENT,3,2011-02-09 12:09:00,1.78,14609,France,5.34
568877,85123A,WHITE HANGING HEART T-LIGHT HOLDER,9,2011-02-06 08:08:00,2.91,12669,Germany,26.19
572515,21730,GLASS STAR FROSTED T-LIGHT HOLDER,1,2011-02-26 08:33:00,4.16,14753,United Kingdom,4.16
558098,21071,VINTAGE BILLBOARD DRINK ME MUG,6,2011-05-21 14:28:00,1.1,12454,United Kingdom,6.6
563305,22138,BAKING SET 9 PIECE RETROSPOT,13,2011-06-02 10:45:00,4.99,13847,United Kingdom,64.87
542076,85123A,WHITE HANGING HEART T-LIGHT HOLDER,10,2011-04-12 09:45:00,2.69,13452,United Kingdom,26.9
579498,22197,SMALL POPCORN HOLDER,2,2011-04-08 11:45:00,0.86,14625,United Kingdom,1.72
553621,22752,SET 7 BABUSHKA NESTING BOXES,4,2011-05-03 07:29:00,7.37,13232,United Kingdom,29.48
563174,21755,LOVE BUILDING BLOCK WORD,4,2011-03-19 19:10:00,5.46,13244,United Kingdom,21.84
536412,22960,JAM MAKING SET WITH JARS,2,2010-12-18 17:59:00,4.76,13520,United Kingdom,9.52
571180,21212,PACK OF 72 RETROSPOT CAKE CASES,5,2011-05-20 09:59:00,0.4,14935,Portugal,2.0
585963,21730,GLASS STAR FROSTED T-LIGHT HOLDER,10,2011-06-13 09:04:00,4.32,13685,United Kingdom,43.2
556033,85099B,JUMBO BAG RED RETROSPOT,12,2011-09-12 13:42:00,1.89,12487,United Kingdom,22.68
541502,23084,RABBIT NIGHT LIGHT,4,2011-11-26 13:30:00,2.08,13092,United Kingdom,8.32
